eid,bid,ans
20130702_135652,8298,20
20130702_135652,12634,20
20130702_135704,15567,20
20130702_135652,2010,10
20130702_135704,54348,20
20130702_135652,7269,10
20130702_135652,13407,05
20130702_135704,2615,20
20130702_135704,43957,15
20130702_135652,13398,05
20130702_135652,430,10
20130702_135704,58867,20
20130702_135704,15179,20
20130702_135704,35239,20
20130702_135652,11871,20
20130702_135704,29431,20
20130702_135652,18299,10
20130702_135652,10055,20
20130702_135704,44520,20
20130702_135704,14628,20
20130702_135704,4238,20
20130702_135652,1890,20
20130702_135704,4697,20
20130702_135652,14507,10
20130702_135652,16427,20
20130702_135704,15798,20
20130702_135652,2842,30
20130702_135704,51163,10
20130702_135704,80982,20
20130702_135652,2998,30
20130702_135652,1878,00
20130702_135652,18207,10
20130702_135704,381,05
20130702_135704,16246,20
20130702_135704,29490,10
20130702_135652,17561,10
20130702_135704,66648,20
20130702_135652,9708,20
20130702_135652,15283,15
20130702_135704,30526,20
20130702_135652,10534,30
20130702_135652,694,20
20130702_135704,5464,20
20130702_135652,17147,30
20130702_135704,16818,20
20130702_135652,16687,20
20130702_135704,16391,20
20130702_135652,13029,30
20130702_135652,17260,10
20130702_135652,14528,10
20130702_135652,15728,20
20130702_135652,17651,20
20130702_135652,1960,10
20130702_135652,7160,20
20130702_135652,2768,20
20130702_135652,12121,20
20130702_135652,13670,10
20130702_135652,10421,30
20130702_135652,8085,20
20130702_135704,26871,20
20130702_135704,13358,20
20130702_135652,13234,05
20130702_135704,3861,10
20130702_135652,11475,20
20130702_135652,14333,20
20130702_135704,5736,20
20130702_135652,8769,20
20130702_135652,18110,10
20130702_135652,10381,30
20130702_135652,6251,20
20130702_135652,12493,10
20130702_135652,1884,00
20130702_135704,39526,20
20130702_135704,44026,15
20130702_135652,870,20
20130702_135652,1818,20
20130702_135652,3060,30
20130702_135652,3015,30
20130702_135704,47322,20
20130702_135704,14670,20
20130702_135652,10707,20
20130702_135704,12793,20
20130702_135652,4699,20
20130702_135652,15744,20
20130702_135704,8237,20
20130702_135652,16442,20
20130702_135704,27183,20
20130702_135704,11045,20
